tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
@TelloBJr y Tito a dónde llevaría a Bolívar? No le bastó Ciudad Guayana pues,"['tellobjr', 'tito', 'dónde', 'llevaría', 'bolívar', 'bastó', 'ciudad', 'guayana', 'pues']",@TelloBJr and Tito where would you take Bolívar? Ciudad Guayana was not enough for him,"['tellobjr', 'tito', 'would', 'take', 'bolívar', 'ciudad', 'guayana', 'enough']"
@CronicaUno Bonita labor @MarianellaFP,"['cronicauno', 'bonita', 'labor', 'marianellafp']",@CronicaUno Nice work @MarianellaFP,"['cronicauno', 'nice', 'work', 'marianellafp']"
"En Venezuela no hay estadísticas de nacimientos de bebés con labio y/o paladar hendido, pero a la Fundación Guayana Sonríe llegan mensualmente entre 5 y 6 niños, niñas y adolescentes con esta malformación congénita.","['venezuela', 'estadísticas', 'nacimientos', 'bebés', 'labio', 'paladar', 'hendido', 'fundación', 'guayana', 'sonríe', 'llegan', 'mensualmente', 'niños', 'niñas', 'adolescentes', 'malformación', 'congénita']","In Venezuela there are no statistics on the births of babies with a cleft lip and / or palate, but the Guayana Sonríe Foundation receives between 5 and 6 children and adolescents with this congenital malformation each month.","['venezuela', 'statistics', 'births', 'babies', 'cleft', 'lip', 'palate', 'guayana', 'sonríe', 'foundation', 'receives', 'children', 'adolescents', 'congenital', 'malformation', 'month']"
"Por lo general sigo de largo. Muy poco consulto precio ni por redes ni en tienda física, a menos que esté muy pero muy interesada. Me resulta fastidioso preguntar precio de cada cosa. Suficiente con preguntar si tienen vuelto para un billete de... (escasas veces te dicen SÍ :/ )","['general', 'sigo', 'largo', 'consulto', 'precio', 'redes', 'tienda', 'física', 'menos', 'interesada', 'resulta', 'fastidioso', 'preguntar', 'precio', 'cada', 'cosa', 'suficiente', 'preguntar', 'si', 'vuelto', 'billete', 'escasas', 'veces', 'dicen']","I usually keep going. Very little I consult prices neither through networks nor in a physical store, unless I am very, very interested. I find it annoying to ask the price of each thing. Enough with asking if they have change for a ticket of ... (they rarely tell you YES: /)","['usually', 'keep', 'going', 'little', 'consult', 'prices', 'neither', 'networks', 'physical', 'store', 'unless', 'interested', 'find', 'annoying', 'ask', 'price', 'thing', 'enough', 'asking', 'change', 'ticket', 'rarely', 'tell', 'yes']"
@misle @DSKonig Eres de las mías,"['misle', 'dskonig']",@misle @DSKonig You are mine,"['misle', 'dskonig', 'mine']"
@danielajtb Nancy Ascencio y María Corina se ven raras en ese video,"['danielajtb', 'nancy', 'ascencio', 'maría', 'corina', 'ven', 'raras', 'video']",@danielajtb Nancy Ascencio and María Corina look weird in that video,"['danielajtb', 'nancy', 'ascencio', 'maría', 'corina', 'look', 'weird', 'video']"
@LenysCarolina @LauraTcomunica Aquí no hay chance de fastidiarse... una comiquita todo el tiempo,"['lenyscarolina', 'lauratcomunica', 'aquí', 'chance', 'fastidiarse', 'comiquita', 'tiempo']",@LenysCarolina @LauraTcomunica Here there is no chance to get annoyed ... a comic all the time,"['lenyscarolina', 'lauratcomunica', 'chance', 'get', 'annoyed', 'comic', 'time']"
@LenysCarolina @LauraTcomunica ¿De qué me perdí? jajajajaja,"['lenyscarolina', 'lauratcomunica', '¿de', 'perdí', 'jajajajaja']",@LenysCarolina @LauraTcomunica What did I miss? Hahaha,"['lenyscarolina', 'lauratcomunica', 'miss', 'hahaha']"
"#10Jun 10:52 am. Hace más de una hora, Américo De Grazia salió del aeropuerto de Maiquetía sin inconvenientes.  Esto pudiera relacionarse con que en agosto de 2020 fue uno de los ""indultados"" por Nicolas Maduro. Para el lunes 14Jun está prevista su llegada a Upata, Bolívar.","['jun', 'am', 'hace', 'hora', 'américo', 'grazia', 'salió', 'aeropuerto', 'maiquetía', 'inconvenientes', 'pudiera', 'relacionarse', 'agosto', 'indultados', 'nicolas', 'maduro', 'lunes', 'jun', 'prevista', 'llegada', 'upata', 'bolívar']","# 10Jun 10:52 am. More than an hour ago, Américo De Grazia left the Maiquetía airport without problems. This could be related to the fact that in August 2020 he was one of those ""pardoned"" by Nicolas Maduro. His arrival in Upata, Bolívar is scheduled for Monday June 14.","['jun', 'hour', 'ago', 'américo', 'de', 'grazia', 'left', 'maiquetía', 'airport', 'without', 'problems', 'could', 'related', 'fact', 'august', 'one', 'pardoned', 'nicolas', 'maduro', 'arrival', 'upata', 'bolívar', 'scheduled', 'monday', 'june']"
"#10Jun 10:25 am. Hace aproximadamente una hora, Américo De Grazia salió del aeropuerto de Maiquetía sin inconvenientes.  Esto pudiera relacionarse con que en agosto de 2020 fue uno de los ""indultados"" por Maduro. Para el lunes 14Jun está prevista su llegada a Upata, Bolívar.","['jun', 'am', 'hace', 'aproximadamente', 'hora', 'américo', 'grazia', 'salió', 'aeropuerto', 'maiquetía', 'inconvenientes', 'pudiera', 'relacionarse', 'agosto', 'indultados', 'maduro', 'lunes', 'jun', 'prevista', 'llegada', 'upata', 'bolívar']","# 10Jun 10:25 am. About an hour ago, Américo De Grazia left the Maiquetía airport without any problems. This could be related to the fact that in August 2020 he was one of those ""pardoned"" by Maduro. His arrival in Upata, Bolívar is scheduled for Monday June 14.","['jun', 'hour', 'ago', 'américo', 'de', 'grazia', 'left', 'maiquetía', 'airport', 'without', 'problems', 'could', 'related', 'fact', 'august', 'one', 'pardoned', 'maduro', 'arrival', 'upata', 'bolívar', 'scheduled', 'monday', 'june']"
"#10Jun 8:41 am. Hace minutos llegó al aeropuerto de Maiquetía, Américo De Grazia, quien estaba exiliado en Italia. Me informan que le realizan la prueba covid antes de su salida.   Su regreso se da a propósito de su aspiración a la Gobernación de Bolívar.","['jun', 'am', 'hace', 'minutos', 'llegó', 'aeropuerto', 'maiquetía', 'américo', 'grazia', 'exiliado', 'italia', 'informan', 'realizan', 'prueba', 'covid', 'salida', 'regreso', 'da', 'propósito', 'aspiración', 'gobernación', 'bolívar']","# 10Jun 8:41 am. Minutes ago, Américo De Grazia, who was in exile in Italy, arrived at the Maiquetía airport. They inform me that they carry out the covid test before his departure. His return is due to his aspiration to the Government of Bolívar.","['jun', 'minutes', 'ago', 'américo', 'de', 'grazia', 'exile', 'italy', 'arrived', 'maiquetía', 'airport', 'inform', 'carry', 'covid', 'test', 'departure', 'return', 'due', 'aspiration', 'government', 'bolívar']"
@Carola_66 @CronicaUno  https://t.co/B6ntwMyqPj con el navegador Mozilla corre más rápido,"['carola', 'cronicauno', 'navegador', 'mozilla', 'corre', 'rápido']",@ Carola_66 @CronicaUno https://t.co/B6ntwMyqPj with Mozilla browser runs faster,"['carola', 'cronicauno', 'mozilla', 'browser', 'runs', 'faster']"
@Camilagon Carlos Sanabria en Iomax,"['camilagon', 'carlos', 'sanabria', 'iomax']",@Camilagon Carlos Sanabria in Iomax,"['camilagon', 'carlos', 'sanabria', 'iomax']"
#JusticiaParaDorialcely,['justiciaparadorialcely'],#JusticiaParaDorialcely,['justiciaparadorialcely']
@LauraTcomunica Esta fue mi terapia de fin de semana. Beber tinto de verano con mi mamá mientras echamos cuentos.,"['lauratcomunica', 'terapia', 'fin', 'semana', 'beber', 'tinto', 'verano', 'mamá', 'mientras', 'echamos', 'cuentos']",@LauraTcomunica This was my weekend therapy. Drinking tinto de verano with my mom while we tell stories.,"['lauratcomunica', 'weekend', 'therapy', 'drinking', 'tinto', 'de', 'verano', 'mom', 'tell', 'stories']"
#24May No es primera vez que la negativa de comerciantes y vendedores informales a recibir billetes de baja denominación terminan en hechos como los de Guasipati y El Callao. El problema está en las autoridades que no son capaces de ejercer control y luego sí salen a supervisar,"['may', 'primera', 'vez', 'negativa', 'comerciantes', 'vendedores', 'informales', 'recibir', 'billetes', 'baja', 'denominación', 'terminan', 'hechos', 'guasipati', 'callao', 'problema', 'autoridades', 'capaces', 'ejercer', 'control', 'luego', 'salen', 'supervisar']",# 24May It is not the first time that the refusal of informal merchants and sellers to receive low-denomination banknotes ends in events such as those of Guasipati and El Callao. The problem is in the authorities that are not capable of exercising control and then they do go out to supervise,"['may', 'first', 'time', 'refusal', 'informal', 'merchants', 'sellers', 'receive', 'low', 'denomination', 'banknotes', 'ends', 'events', 'guasipati', 'el', 'callao', 'problem', 'authorities', 'capable', 'exercising', 'control', 'go', 'supervise']"
"Ajá, pero ¿y los mercados? Tampoco reciben los billetes de Bs. 50.000 o cobran más caro si el pago es con estos billetes. Incluso, camiones que están cargando pasajeros reciben billetes de Bs. 50.000, pero cobran pasaje a 1 millón de bolívares.  Lo mismo pasó con el de Bs. 20.000","['ajá', '¿y', 'mercados', 'tampoco', 'reciben', 'billetes', 'bs', 'cobran', 'caro', 'si', 'pago', 'billetes', 'incluso', 'camiones', 'cargando', 'pasajeros', 'reciben', 'billetes', 'bs', 'cobran', 'pasaje', 'millón', 'bolívares', 'mismo', 'pasó', 'bs']","Aha, but what about the markets? They also do not receive the Bs. 50,000 bills or charge more expensive if the payment is with these bills. Even trucks that are loading passengers receive tickets of Bs. 50,000, but they charge a passage of 1 million bolivars. The same happened with the Bs. 20,000","['aha', 'markets', 'also', 'receive', 'bs', 'bills', 'charge', 'expensive', 'payment', 'bills', 'even', 'trucks', 'loading', 'passengers', 'receive', 'tickets', 'bs', 'charge', 'passage', 'million', 'bolivars', 'happened', 'bs']"
@Mrjjob Obviamente las Spice Girls,"['mrjjob', 'obviamente', 'spice', 'girls']",@Mrjjob Obviamente las Spice Girls,"['mrjjob', 'obviamente', 'las', 'spice', 'girls']"
"@ChainneChang Bienvenida a mi mundo. Basta uno o dos días que coma mal para ponerme más flaca, y cuesta aumentar que si medio kilo jajaja","['chainnechang', 'bienvenida', 'mundo', 'basta', 'dos', 'días', 'coma', 'mal', 'ponerme', 'flaca', 'cuesta', 'aumentar', 'si', 'medio', 'kilo', 'jajaja']","@ChainneChang Welcome to my world. It takes one or two days that I eat badly to make me skinnier, and it costs more than half a kilo hahaha","['chainnechang', 'welcome', 'world', 'takes', 'one', 'two', 'days', 'eat', 'badly', 'make', 'skinnier', 'costs', 'half', 'kilo', 'hahaha']"
"@LauraTcomunica En mi Urb. Se fija el monto según $ BCV, y se deja ese monto para todo el mes. Si no se paga, se actualiza el monto al valor actual. El problema es que igual la gente no paga y pretende que en 6 meses les cobren el mismo monto 🤡","['lauratcomunica', 'urb', 'fija', 'monto', 'según', 'bcv', 'deja', 'monto', 'mes', 'si', 'paga', 'actualiza', 'monto', 'valor', 'actual', 'problema', 'igual', 'gente', 'paga', 'pretende', 'meses', 'cobren', 'mismo', 'monto']","@LauraTcomunica In my Urb. The amount is set according to $ BCV, and that amount is left for the entire month. If not paid, the amount is updated to the current value. The problem is that people do not pay anyway and expect that in 6 months they will be charged the same amount 🤡","['lauratcomunica', 'urb', 'amount', 'set', 'according', 'bcv', 'amount', 'left', 'entire', 'month', 'paid', 'amount', 'updated', 'current', 'value', 'problem', 'people', 'pay', 'anyway', 'expect', 'months', 'charged', 'amount']"
"@luisferheroch Feliz cumple, Nanditooo!!! Te quiero muchote","['luisferheroch', 'feliz', 'cumple', 'nanditooo', 'quiero', 'muchote']","@luisferheroch Happy birthday, Nanditooo !!! I love you a lot","['luisferheroch', 'happy', 'birthday', 'nanditooo', 'love', 'lot']"
@PableOstos @ZODIBOLIVAR62 ¿Pero es cierto esto? Jajajajajaja 😘😘😘😘,"['pableostos', 'zodibolivar', '¿pero', 'cierto', 'jajajajajaja', '😘😘😘😘']",@PableOstos @ ZODIBOLIVAR62 But is this true? Hahahahahaha,"['pableostos', 'zodibolivar', 'true', 'hahahahahaha']"
@LaTuristaKAM Te abrazo,"['laturistakam', 'abrazo']",@LaTuristaKAM I hug you,"['laturistakam', 'hug']"
"El infectólogo pediatra Rafael Wong explica cómo se manifiesta la COVID-19 en los niños y los síntomas de alerta ante la presencia del Síndrome Inflamatorio Multisistémico asociado a covid, que puede causar afecciones cardiacas y la muerte del paciente.  https://t.co/sFbNOvjfFV","['infectólogo', 'pediatra', 'rafael', 'wong', 'explica', 'cómo', 'manifiesta', 'covid', 'niños', 'síntomas', 'alerta', 'presencia', 'síndrome', 'inflamatorio', 'multisistémico', 'asociado', 'covid', 'puede', 'causar', 'afecciones', 'cardiacas', 'muerte', 'paciente']","The pediatric infectologist Rafael Wong explains how COVID-19 manifests itself in children and the warning symptoms in the presence of the Multisystemic Inflammatory Syndrome associated with covid, which can cause heart conditions and the death of the patient. https://t.co/sFbNOvjfFV","['pediatric', 'infectologist', 'rafael', 'wong', 'explains', 'covid', 'manifests', 'children', 'warning', 'symptoms', 'presence', 'multisystemic', 'inflammatory', 'syndrome', 'associated', 'covid', 'cause', 'heart', 'conditions', 'death', 'patient']"
Casi 2 años con este equipo 🙌,"['casi', 'años', 'equipo']",Almost 2 years with this team 🙌,"['almost', 'years', 'team']"
@TelloBJr Pasa igual con los antibióticos si no tienen infección bacteriana. Crearan resistencia y cuando realmente necesiten el medicamento no les hará efecto.,"['tellobjr', 'pasa', 'igual', 'antibióticos', 'si', 'infección', 'bacteriana', 'crearan', 'resistencia', 'realmente', 'necesiten', 'medicamento', 'hará', 'efecto']",@TelloBJr It is the same with antibiotics if they do not have a bacterial infection. They will create resistance and when they really need the medicine it will not work.,"['tellobjr', 'antibiotics', 'bacterial', 'infection', 'create', 'resistance', 'really', 'need', 'medicine', 'work']"
"En estos países se ubican las 50 ciudades más violentas del mundo de 2020.  La ONG que hace el informe no considera a ciudades de países en conflicto bélico, ya que las muertes no corresponden con la definición universal de homicidio que clasifica la OMS  https://t.co/ILYiA5gSTC  https://t.co/EYpCxbrGIM","['países', 'ubican', 'ciudades', 'violentas', 'mundo', 'ong', 'hace', 'informe', 'considera', 'ciudades', 'países', 'conflicto', 'bélico', 'muertes', 'corresponden', 'definición', 'universal', 'homicidio', 'clasifica', 'oms']","The 50 most violent cities in the world in 2020 are located in these countries. The NGO that makes the report does not consider cities in countries in conflict, since the deaths do not correspond to the universal definition of homicide classified by the WHO https: / /t.co/ILYiA5gSTC https://t.co/EYpCxbrGIM","['violent', 'cities', 'world', 'located', 'countries', 'ngo', 'makes', 'report', 'consider', 'cities', 'countries', 'conflict', 'since', 'deaths', 'correspond', 'universal', 'definition', 'homicide', 'classified', 'co', 'ilyia', 'gstc']"
"Seis ciudades de Venezuela en el ranking de las 50 más violentas del mundo.   Ciudad Guayana pasó del puesto 12 al 14, pero no significa que se redujeron los homicidios, solo que la tasa de homicidios de otras ciudades fue mucho más alta.   https://t.co/ILYiA5gSTC  https://t.co/ym0coaDAVZ","['seis', 'ciudades', 'venezuela', 'ranking', 'violentas', 'mundo', 'ciudad', 'guayana', 'pasó', 'puesto', 'significa', 'redujeron', 'homicidios', 'solo', 'tasa', 'homicidios', 'ciudades', 'alta']","Six cities in Venezuela in the ranking of the 50 most violent in the world. Ciudad Guayana went from 12th to 14th, but it doesn't mean that homicides fell, just that the homicide rate in other cities was much higher. https://t.co/ILYiA5gSTC https://t.co/ym0coaDAVZ","['six', 'cities', 'venezuela', 'ranking', 'violent', 'world', 'ciudad', 'guayana', 'went', 'th', 'th', 'mean', 'homicides', 'fell', 'homicide', 'rate', 'cities', 'much', 'higher']"
