tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,sentimiento
Why doesn't anybody I know watch penny dreadful? ️,"['anybody', 'know', 'watch', 'penny', 'dreadful?', '️']",Why doesn't anybody I know watch penny dreadful? ️,"['anybody', 'know', 'watch', 'penny', 'dreadful?', '️']",tristeza
Why does Candice constantly pout #GBBO ,"['candice', 'constantly', 'pout', '#gbbo', '']",Why does Candice constantly pout #GBBO ,"['candice', 'constantly', 'pout', '#gbbo', '']",ira
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging","['@dapperlaughs', 'come', 'glasgow', 'night', 'working.', 'fucking', 'gutted,', 'waiting', 'appearance', 'ages', '#raging']","Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging","['@dapperlaughs', 'come', 'glasgow', 'night', 'working.', 'fucking', 'gutted,', 'waiting', 'appearance', 'ages', '#raging']",ira
"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ","['@dapperlaughs', 'come', 'glasgow', 'night', 'working.', 'fucking', 'gutted,', 'waiting', 'appearance', 'ages']","Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ","['@dapperlaughs', 'come', 'glasgow', 'night', 'working.', 'fucking', 'gutted,', 'waiting', 'appearance', 'ages']",ira
"Why do I still listen to radio on the transistor? Well, because the quality of internet in Venezuela is terrible, the transmission falls, it cuts off, it goes mute, I can't wait to get out of this hole.","['still', 'listen', 'radio', 'transistor?', 'well,', 'quality', 'internet', 'venezuela', 'terrible,', 'transmission', 'falls,', 'cuts', 'off,', 'goes', 'mute,', ""can't"", 'wait', 'get', 'hole.']","Why do I still listen to radio on the transistor? Well, because the quality of internet in Venezuela is terrible, the transmission falls, it cuts off, it goes mute, I can't wait to get out of this hole.","['still', 'listen', 'radio', 'transistor?', 'well,', 'quality', 'internet', 'venezuela', 'terrible,', 'transmission', 'falls,', 'cuts', 'off,', 'goes', 'mute,', ""can't"", 'wait', 'get', 'hole.']",ira
Why are people that don't have iPhones so bitter about iPhones???? Can someone explain,"['people', 'iphones', 'bitter', 'iphones????', 'someone', 'explain']",Why are people that don't have iPhones so bitter about iPhones???? Can someone explain,"['people', 'iphones', 'bitter', 'iphones????', 'someone', 'explain']",ira
why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,"['people', 'offended', 'kendall', 'ends', 'photo', 'shoot', 'like', 'seriously', 'shut', 'fuck']",why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,"['people', 'offended', 'kendall', 'ends', 'photo', 'shoot', 'like', 'seriously', 'shut', 'fuck']",ira
why are people so angry toward veggie burgers at in n out wtf,"['people', 'angry', 'toward', 'veggie', 'burgers', 'wtf']",why are people so angry toward veggie burgers at in n out wtf,"['people', 'angry', 'toward', 'veggie', 'burgers', 'wtf']",ira
Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?,"['puerto', 'rican', 'taino', 'hair', 'black', 'nose', 'gotta', 'ruffle', 'targeted', 'feathers?']",Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?,"['puerto', 'rican', 'taino', 'hair', 'black', 'nose', 'gotta', 'ruffle', 'targeted', 'feathers?']",ira
Who's afraid of the clowns???\ncomment down there....,"[""who's"", 'afraid', 'clowns???\\ncomment', 'there....']",Who's afraid of the clowns???\ncomment down there....,"[""who's"", 'afraid', 'clowns???\\ncomment', 'there....']",miedo
Who wants to leave the country with me if Nenecho wins?,"['wants', 'leave', 'country', 'nenecho', 'wins?']",Who wants to leave the country with me if Nenecho wins?,"['wants', 'leave', 'country', 'nenecho', 'wins?']",felicidad
Who to leave the country?,"['leave', 'country?']",Who to leave the country?,"['leave', 'country?']",miedo
Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,"['likes', '#werewolves', '#horror', '#surfing?', 'breaker', '@readstela', 'more.']",Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,"['likes', '#werewolves', '#horror', '#surfing?', 'breaker', '@readstela', 'more.']",miedo
Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,"['knew', 'softballs', 'could', 'sting', 'bad?', 'jimmy', 'fallon', 'lot', 'heat', '&amp;ldquo;softball&amp;rdquo;', 'donald', 'trump', 'interview']",Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,"['knew', 'softballs', 'could', 'sting', 'bad?', 'jimmy', 'fallon', 'lot', 'heat', '&amp;ldquo;softball&amp;rdquo;', 'donald', 'trump', 'interview']",ira
Who is willing to leave the country? I promise to be a good traveling companion,"['willing', 'leave', 'country?', 'promise', 'good', 'traveling', 'companion']",Who is willing to leave the country? I promise to be a good traveling companion,"['willing', 'leave', 'country?', 'promise', 'good', 'traveling', 'companion']",felicidad
Who is willing to leave the country? I promise that you will not regret it,"['willing', 'leave', 'country?', 'promise', 'regret']",Who is willing to leave the country? I promise that you will not regret it,"['willing', 'leave', 'country?', 'promise', 'regret']",felicidad
Who is going to want to stay in this country if it goes on like this?,"['going', 'want', 'stay', 'country', 'goes', 'like', 'this?']",Who is going to want to stay in this country if it goes on like this?,"['going', 'want', 'stay', 'country', 'goes', 'like', 'this?']",felicidad
"Who in their right mind is going to go out to vote in a country where there is no democracy ? Where we already have the results, just missing the elections is a repeated carajita.","['right', 'mind', 'going', 'go', 'vote', 'country', 'democracy', 'already', 'results,', 'missing', 'elections', 'repeated', 'carajita.']","Who in their right mind is going to go out to vote in a country where there is no democracy ? Where we already have the results, just missing the elections is a repeated carajita.","['right', 'mind', 'going', 'go', 'vote', 'country', 'democracy', 'already', 'results,', 'missing', 'elections', 'repeated', 'carajita.']",tristeza
Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it,"['got', 'madden', '17', '2k17', 'ps4', 'add', 'trackdawgt', 'lets', 'run']",Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it,"['got', 'madden', '17', '2k17', 'ps4', 'add', 'trackdawgt', 'lets', 'run']",ira
White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.,"['white', 'americans', 'worried', 'arab', 'terrorists.', 'black', 'americans', 'fearful', 'terrorist', 'police', 'uniform', 'daily', 'basis.']",White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.,"['white', 'americans', 'worried', 'arab', 'terrorists.', 'black', 'americans', 'fearful', 'terrorist', 'police', 'uniform', 'daily', 'basis.']",miedo
While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty,"['focus', 'issue', '#ipca', '@ihfokids', 'indulges', '#intimidation', '@bringroshnihome', '@childrensissues', '@meaindia', '@ministrywcd', '#stopcruelty']",While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty,"['focus', 'issue', '#ipca', '@ihfokids', 'indulges', '#intimidation', '@bringroshnihome', '@childrensissues', '@meaindia', '@ministrywcd', '#stopcruelty']",miedo
which always leads to the kind of hilarity average people will never experience - especially during breakups.,"['always', 'leads', 'kind', 'hilarity', 'average', 'people', 'never', 'experience', 'especially', 'breakups.']",which always leads to the kind of hilarity average people will never experience - especially during breakups.,"['always', 'leads', 'kind', 'hilarity', 'average', 'people', 'never', 'experience', 'especially', 'breakups.']",felicidad
"Whether you are rejoicing or fighting back tears, God wants to share the moment with you.","['whether', 'rejoicing', 'fighting', 'back', 'tears,', 'god', 'wants', 'share', 'moment', 'you.']","Whether you are rejoicing or fighting back tears, God wants to share the moment with you.","['whether', 'rejoicing', 'fighting', 'back', 'tears,', 'god', 'wants', 'share', 'moment', 'you.']",felicidad
Where's your outrage when a black man kills another black man in the streets?,"[""where's"", 'outrage', 'black', 'man', 'kills', 'another', 'black', 'man', 'streets?']",Where's your outrage when a black man kills another black man in the streets?,"[""where's"", 'outrage', 'black', 'man', 'kills', 'another', 'black', 'man', 'streets?']",ira
where broken hearted lovers do cry away their gloom,"['broken', 'hearted', 'lovers', 'cry', 'away', 'gloom']",where broken hearted lovers do cry away their gloom,"['broken', 'hearted', 'lovers', 'cry', 'away', 'gloom']",tristeza
whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me,"['whenever', 'put', ""'i"", 'wanna', ""adored'"", 'brother', 'alwayss', 'sings', ""'i"", 'wanna', ""dog'"", 'instead', 'irritate']",whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me,"['whenever', 'put', ""'i"", 'wanna', ""adored'"", 'brother', 'alwayss', 'sings', ""'i"", 'wanna', ""dog'"", 'instead', 'irritate']",ira
whenever i pout i just want Adrian to appear and tell me to stop pouting or else,"['whenever', 'pout', 'want', 'adrian', 'appear', 'tell', 'stop', 'pouting', 'else']",whenever i pout i just want Adrian to appear and tell me to stop pouting or else,"['whenever', 'pout', 'want', 'adrian', 'appear', 'tell', 'stop', 'pouting', 'else']",tristeza
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA #raging #oldcunt,"['still', 'got', 'whole', 'season', 'wentworth', 'watch', 'stupid', 'cunt', 'work', 'ruins', 'us', '😭😭', '@__kirstyga', '#raging', '#oldcunt']",When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA #raging #oldcunt,"['still', 'got', 'whole', 'season', 'wentworth', 'watch', 'stupid', 'cunt', 'work', 'ruins', 'us', '😭😭', '@__kirstyga', '#raging', '#oldcunt']",ira
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,"['still', 'got', 'whole', 'season', 'wentworth', 'watch', 'stupid', 'cunt', 'work', 'ruins', 'us', '😭😭', '@__kirstyga', '#oldcunt']",When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,"['still', 'got', 'whole', 'season', 'wentworth', 'watch', 'stupid', 'cunt', 'work', 'ruins', 'us', '😭😭', '@__kirstyga', '#oldcunt']",ira
When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,"['prof', 'suggest', '@pharrell', 'william', 'james', 'may', 'unlikely', 'dialogue', 'partners', 'plays', '#happy', 'video', '#wearecst']",When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,"['prof', 'suggest', '@pharrell', 'william', 'james', 'may', 'unlikely', 'dialogue', 'partners', 'plays', '#happy', 'video', '#wearecst']",felicidad
When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,"['train', 'pitch', 'black', 'outside', 'idea', 'are...', '#travel', '#whereami', '#lost', '#adventure']",When you're on a train as its pitch black outside and you have no idea where you are... #travel #whereami #lost #adventure,"['train', 'pitch', 'black', 'outside', 'idea', 'are...', '#travel', '#whereami', '#lost', '#adventure']",tristeza
When your sister is 19 and throws legitimate temper tantrums just to get attention..,"['sister', '19', 'throws', 'legitimate', 'temper', 'tantrums', 'get', 'attention..']",When your sister is 19 and throws legitimate temper tantrums just to get attention..,"['sister', '19', 'throws', 'legitimate', 'temper', 'tantrums', 'get', 'attention..']",ira
When your rewatching glee and break down in tears all over again. 😭😢 #glee,"['rewatching', 'glee', 'break', 'tears', 'again.', '😭😢', '#glee']",When your rewatching glee and break down in tears all over again. 😭😢 #glee,"['rewatching', 'glee', 'break', 'tears', 'again.', '😭😢', '#glee']",felicidad
"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless","['body', 'says', 'fuck', 'bitch,', ""ain't"", 'sleeping\\n#sleep', '#cantsleep', '#drained', '#restless']","When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless","['body', 'says', 'fuck', 'bitch,', ""ain't"", 'sleeping\\n#sleep', '#cantsleep', '#drained', '#restless']",miedo
"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ","['body', 'says', 'fuck', 'bitch,', ""ain't"", 'sleeping\\n', '#sleep', '#cantsleep', '#drained']","When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ","['body', 'says', 'fuck', 'bitch,', ""ain't"", 'sleeping\\n', '#sleep', '#cantsleep', '#drained']",miedo
