tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
"@AntroCanal @elflaco31val Totalmente de acuerdo, no entiendo de dónde adoptamos ese mapa mutilado, recientemente trabajamos  nuestra nueva Web @dicamsistemas y  el producto final fue muy de nuestro agrado.. eso si, fuimos muy enfáticos.. el diseño es negociable, menos nuestro mapa que debe ser completo.  https://t.co/A3tUENwWYE","['antrocanal', 'elflaco', 'val', 'totalmente', 'acuerdo', 'entiendo', 'dónde', 'adoptamos', 'mapa', 'mutilado', 'recientemente', 'trabajamos', 'nueva', 'web', 'dicamsistemas', 'producto', 'final', 'agrado', 'si', 'enfáticos', 'diseño', 'negociable', 'menos', 'mapa', 'debe', 'ser', 'completo']","@AntroCanal @ elflaco31val Totally agree, I don't understand where we adopted that mutilated map from, we recently worked on our new website @dicamsistemas and the final product was very much to our liking .. yes, we were very emphatic .. the design is negotiable, except for us map that must be complete. https://t.co/A3tUENwWYE","['antrocanal', 'elflaco', 'val', 'totally', 'agree', 'understand', 'adopted', 'mutilated', 'map', 'recently', 'worked', 'new', 'website', 'dicamsistemas', 'final', 'product', 'much', 'liking', 'yes', 'emphatic', 'design', 'negotiable', 'except', 'us', 'map', 'must', 'complete']",0.0,0.746,0.254,Neutral
"@DanteRivasQ @EdwinRojasM @NicolasMaduro @PartidoPSUV @PSUV_NE @VTVcanal8 Mira que hay que ser más que malo, hay que ser miserable, para en plena pandemia, con la mayor crisis en el estado en calidad de servicios, suministro de gas, salud, electricidad, agua, gasolina, turismo usted diga que “Nva. Esparta  está de fiesta“  Respeten el dolor del pueblo.","['danterivasq', 'edwinrojasm', 'nicolasmaduro', 'partidopsuv', 'psuv', 'ne', 'vtvcanal', 'mira', 'ser', 'malo', 'ser', 'miserable', 'plena', 'pandemia', 'mayor', 'crisis', 'calidad', 'servicios', 'suministro', 'gas', 'salud', 'electricidad', 'agua', 'gasolina', 'turismo', 'usted', 'diga', 'nva', 'esparta', 'fiesta', 'respeten', 'dolor', 'pueblo']","@DanteRivasQ @EdwinRojasM @NicolasMaduro @PartidoPSUV @PSUV_NE @ VTVcanal8 Look that you have to be more than bad, you have to be miserable, for in the middle of a pandemic, with the greatest crisis in the state in quality of services, gas supply, health, electricity , water, gasoline, tourism you say that “Nva. Sparta is celebrating “Respect the pain of the people.","['danterivasq', 'edwinrojasm', 'nicolasmaduro', 'partidopsuv', 'psuv', 'ne', 'vtvcanal', 'look', 'bad', 'miserable', 'middle', 'pandemic', 'greatest', 'crisis', 'state', 'quality', 'services', 'gas', 'supply', 'health', 'electricity', 'water', 'gasoline', 'tourism', 'say', 'nva', 'sparta', 'celebrating', 'respect', 'pain', 'people']",0.287,0.489,0.224,Neutral
"Sin desperdicio, sin meter al tuerto Andrade  que le incautaron 1400 MM de dólares y después le encontraron  250MM más por otro lado, la “caletica“ pues.","['desperdicio', 'meter', 'tuerto', 'andrade', 'incautaron', 'mm', 'dólares', 'después', 'encontraron', 'mm', 'lado', 'caletica', 'pues']","Without waste, without putting the one-eyed Andrade who seized 1,400 million dollars from him and later they found him 250 million more on the other hand, the ""caletica"" well.","['without', 'waste', 'without', 'putting', 'one', 'eyed', 'andrade', 'seized', 'million', 'dollars', 'later', 'found', 'million', 'hand', 'caletica', 'well']",0.0,0.63,0.37,Neutral
Como no le va a dar coronavirus a Batman si usa la mascarilla al revés.,"['va', 'dar', 'coronavirus', 'batman', 'si', 'usa', 'mascarilla', 'revés']",How will Batman not get coronavirus if he uses the mask backwards.,"['batman', 'get', 'coronavirus', 'uses', 'mask', 'backwards']",0.0,1.0,0.0,Neutral
@luischumaceiro Además que es eso de que te molieron a golpes como si estuvieran en venezuela ?? Si aquí no hacemos eso con los presos! ..,"['luischumaceiro', 'además', 'molieron', 'golpes', 'si', 'venezuela', 'si', 'aquí', 'hacemos', 'presos']","@luischumaceiro Also, what is that about being beaten to death as if they were in Venezuela? If we don't do that here with the prisoners! ..","['luischumaceiro', 'also', 'beaten', 'death', 'venezuela', 'prisoners']",0.769,0.231,0.0,Negativo
"@luischumaceiro Alex. C’est la vie!, no es Justo que el país con más reservas de gas y petróleo esté atravesando una de las peores crisis humanitarias, que millones se hallan tenido que marchar tratando de encontrar mejores opciones y que en muchos casos sólo hayan encontrado desprecio y muerte!","['luischumaceiro', 'alex', 'c’est', 'vie', 'justo', 'país', 'reservas', 'gas', 'petróleo', 'atravesando', 'peores', 'crisis', 'humanitarias', 'millones', 'hallan', 'marchar', 'tratando', 'encontrar', 'mejores', 'opciones', 'casos', 'sólo', 'encontrado', 'desprecio', 'muerte']","@luischumaceiro Alex. C'est la vie !, It is not fair that the country with the most gas and oil reserves is going through one of the worst humanitarian crises, that millions have had to march trying to find better options and that in many cases they have only found contempt and death!","['luischumaceiro', 'alex', 'est', 'la', 'vie', 'fair', 'country', 'gas', 'oil', 'reserves', 'going', 'one', 'worst', 'humanitarian', 'crises', 'millions', 'march', 'trying', 'find', 'better', 'options', 'many', 'cases', 'found', 'contempt', 'death']",0.311,0.553,0.137,Neutral
"@Wcarlosamalopez @2Colombianisima Lamento si mi inquietud  sobre un comentario de de una compatriota suya les ha generado alguna molestia, en ningún caso ha sido mi intención, como ud dice soy ingeniero, tengo interés por la historia, sobre todo de nuestra región,  y si me preocupo por mi nación sigo firme aquí!","['wcarlosamalopez', 'colombianisima', 'lamento', 'si', 'inquietud', 'comentario', 'compatriota', 'generado', 'alguna', 'molestia', 'ningún', 'caso', 'sido', 'intención', 'ud', 'dice', 'ingeniero', 'interés', 'historia', 'región', 'si', 'preocupo', 'nación', 'sigo', 'firme', 'aquí']","@Wcarlosamalopez @ 2Colombianisima I am sorry if my concern about a comment from a compatriot of yours has caused you any discomfort, in no case has it been my intention, as you say I am an engineer, I have an interest in history, especially in our region, and if I care for my nation I am still here!","['wcarlosamalopez', 'colombianisima', 'sorry', 'concern', 'comment', 'compatriot', 'caused', 'discomfort', 'case', 'intention', 'say', 'engineer', 'interest', 'history', 'especially', 'region', 'care', 'nation', 'still']",0.16,0.586,0.253,Neutral
"@anacarol74 Bendiciones ! Demo que bien saberte ya en casa con tu familia, un abrazo hermano","['anacarol', 'bendiciones', 'demo', 'bien', 'saberte', 'casa', 'familia', 'abrazo', 'hermano']","@ anacarol74 Blessings! Demo how good to know you already at home with your family, a hug brother","['anacarol', 'blessings', 'demo', 'good', 'know', 'already', 'home', 'family', 'hug', 'brother']",0.0,0.424,0.576,Positivo
@2Colombianisima Gracias x las respuestas. Quiero decir 1.- no estoy YO directamente refiriéndome a la gente de pasto (no se si pastuso es una forma peyorativa o no). Sino a algo que  he leído a través de diferentes libros. Y 2. culpar al Libertador  de lo actual  es  exculpar nuestras políticas.,"['colombianisima', 'gracias', 'respuestas', 'quiero', 'decir', 'directamente', 'refiriéndome', 'gente', 'pasto', 'si', 'pastuso', 'forma', 'peyorativa', 'sino', 'leído', 'través', 'diferentes', 'libros', 'culpar', 'libertador', 'actual', 'exculpar', 'políticas']",@ 2Colombianisima Thanks for the answers. I mean 1.- I'm not directly referring to grass people (I don't know if pastuso is a pejorative form or not). But to something that I have read through different books. And 2. blaming the Liberator for what is current is to exonerate our policies.,"['colombianisima', 'thanks', 'answers', 'mean', 'directly', 'referring', 'grass', 'people', 'know', 'pastuso', 'pejorative', 'form', 'something', 'read', 'different', 'books', 'blaming', 'liberator', 'current', 'exonerate', 'policies']",0.119,0.669,0.212,Neutral
@Irene7trani @leonardmudarra Nunca mejor dicho.... Estaba buscando cómo expresar esta idea pero la verdad no se puede decir mejor !,"['irene', 'trani', 'leonardmudarra', 'nunca', 'mejor', 'dicho', 'buscando', 'cómo', 'expresar', 'idea', 'verdad', 'puede', 'decir', 'mejor']",@ Irene7trani @leonardmudarra Never better said .... I was looking for how to express this idea but the truth cannot be said better!,"['irene', 'trani', 'leonardmudarra', 'never', 'better', 'said', 'looking', 'express', 'idea', 'truth', 'cannot', 'said', 'better']",0.281,0.584,0.134,Neutral
"@2Colombianisima Desde la época independentista he escuchado constantemente en referencia a los complicados que son los pastusos, siempre contrarios a la gesta de liberación .. ahora solo quiero leer mas y enterarme porque","['colombianisima', 'época', 'independentista', 'escuchado', 'constantemente', 'referencia', 'complicados', 'pastusos', 'siempre', 'contrarios', 'gesta', 'liberación', 'ahora', 'solo', 'quiero', 'leer', 'mas', 'enterarme']","@ 2Colombianisima Since the independence era I have constantly heard in reference to how complicated the pastusos are, always opposed to the liberation feat ... now I just want to read more and find out why","['colombianisima', 'since', 'independence', 'era', 'constantly', 'heard', 'reference', 'complicated', 'pastusos', 'always', 'opposed', 'liberation', 'feat', 'want', 'read', 'find']",0.0,0.92,0.08,Neutral
@FutbolItaliano @Gianfra_80 Jugadorazo ! El más trabajador y visible en champions!,"['futbolitaliano', 'gianfra', 'jugadorazo', 'trabajador', 'visible', 'champions']",@FutbolItaliano @ Gianfra_80 Jugadorazo! The most hard-working and visible in champions!,"['futbolitaliano', 'gianfra', 'jugadorazo', 'hard', 'working', 'visible', 'champions']",0.143,0.51,0.347,Neutral
"Me encanta TunnelBear, la uso desde hace tiempo y funciona súper bien, y ahora con este gesto a los venezolanos mucho más ! gracias","['encanta', 'tunnelbear', 'uso', 'hace', 'tiempo', 'funciona', 'súper', 'bien', 'ahora', 'gesto', 'venezolanos', 'gracias']","I love TunnelBear, I have been using it for a long time and it works super well, and now with this gesture the Venezuelans are much more! Thank you","['love', 'tunnelbear', 'using', 'long', 'time', 'works', 'super', 'well', 'gesture', 'venezuelans', 'much', 'thank']",0.0,0.386,0.614,Positivo
@ElNacionalWeb Solicitud de asilo en puerta ?,"['elnacionalweb', 'solicitud', 'asilo', 'puerta']",@ElNacionalWeb Asylum application at the door?,"['elnacionalweb', 'asylum', 'application', 'door']",0.0,1.0,0.0,Neutral
@AmbrogioSandro El hombre nuevo!,"['ambrogiosandro', 'hombre', 'nuevo']",@AmbrogioSandro The new man!,"['ambrogiosandro', 'new', 'man']",0.0,1.0,0.0,Neutral
@SC_ESPN @Gianfra_80 Lewy,"['sc', 'espn', 'gianfra', 'lewy']",@SC_ESPN @Gianfra_80 Lewy,"['sc', 'espn', 'gianfra', 'lewy']",0.0,1.0,0.0,Neutral
"@Maybell_N Creo que la gente asi necesita reafirmarse  de alguna forma que su decisión fue acertada, saben que aquí eran felices y sus afectos posiblemente siguen aquí,  y ahora seguro padecen ser extranjeros emigrantes y no tener tierra .. por eso  tratan de autoanimarse tirándole a Vzla.","['maybell', 'creo', 'gente', 'asi', 'necesita', 'reafirmarse', 'alguna', 'forma', 'decisión', 'acertada', 'saben', 'aquí', 'felices', 'afectos', 'posiblemente', 'siguen', 'aquí', 'ahora', 'seguro', 'padecen', 'ser', 'extranjeros', 'emigrantes', 'tener', 'tierra', 'tratan', 'autoanimarse', 'tirándole', 'vzla']","@Maybell_N I think that people like this need to reaffirm in some way that their decision was the right one, they know that they were happy here and their affections are possibly still here, and now they surely suffer from being foreign immigrants and not having land ... that's why they try to encourage themselves by throwing them at Vzla.","['maybell', 'think', 'people', 'like', 'need', 'reaffirm', 'way', 'decision', 'right', 'one', 'know', 'happy', 'affections', 'possibly', 'still', 'surely', 'suffer', 'foreign', 'immigrants', 'land', 'try', 'encourage', 'throwing', 'vzla']",0.096,0.495,0.409,Neutral
Lo que más jode  al libertador es que nunca han cesado los partidos y mucho menos se ha consolidado la unión !    El libertador de Olivares!  https://t.co/kGEZ9PteEZ,"['jode', 'libertador', 'nunca', 'cesado', 'partidos', 'menos', 'consolidado', 'unión', 'libertador', 'olivares']","What annoys the liberator the most is that the parties have never ceased, much less the union has been consolidated! The liberator of Olivares! https://t.co/kGEZ9PteEZ","['annoys', 'liberator', 'parties', 'never', 'ceased', 'much', 'less', 'union', 'consolidated', 'liberator', 'olivares']",0.193,0.621,0.186,Neutral
"Importancia de un sistema inteligente de Video vigilancia ciudadana en apoyo a los cuerpos policiales, cómo  se ve en este video de la municipalidad de San Martin en Argentina. Aquí Juan Barreto gasto muchísimo más en un sistema de cámaras  con Dirigibles incluidos (Video fuerte)  https://t.co/2M9wzuU2Bf","['importancia', 'sistema', 'inteligente', 'video', 'vigilancia', 'ciudadana', 'apoyo', 'cuerpos', 'policiales', 'cómo', 've', 'video', 'municipalidad', 'san', 'martin', 'argentina', 'aquí', 'juan', 'barreto', 'gasto', 'muchísimo', 'sistema', 'cámaras', 'dirigibles', 'incluidos', 'video', 'fuerte']","Importance of an intelligent citizen video surveillance system in support of the police forces, as seen in this video of the municipality of San Martin in Argentina. Here Juan Barreto spent a lot more on a camera system with Airships included (Strong video) https://t.co/2M9wzuU2Bf","['importance', 'intelligent', 'citizen', 'video', 'surveillance', 'system', 'support', 'police', 'forces', 'seen', 'video', 'municipality', 'san', 'martin', 'argentina', 'juan', 'barreto', 'spent', 'lot', 'camera', 'system', 'airships', 'included', 'strong', 'video']",0.0,0.646,0.354,Neutral
@abache747 Ah.... entonces lo están haciendo perfecto! Jajaja,"['abache', 'ah', 'entonces', 'haciendo', 'perfecto', 'jajaja']",@ abache747 Ah .... so they are doing it perfect! LOL,"['abache', 'ah', 'perfect', 'lol']",0.0,0.235,0.765,Positivo
"No entiendo bien cuál es el procedimiento por el cual restringen la circulación En la autopista, es imposible cerrar del todo el paso, hacen circular a los vehículos por vías verdes y gastar más combustible Justo cuando más caro es y menos hay","['entiendo', 'bien', 'cuál', 'procedimiento', 'restringen', 'circulación', 'autopista', 'imposible', 'cerrar', 'paso', 'hacen', 'circular', 'vehículos', 'vías', 'verdes', 'gastar', 'combustible', 'justo', 'caro', 'menos']","I do not understand well what is the procedure by which they restrict circulation On the highway, it is impossible to completely close the passage, they make vehicles circulate on greenways and spend more fuel Just when it is more expensive and there is less","['understand', 'well', 'procedure', 'restrict', 'circulation', 'highway', 'impossible', 'completely', 'close', 'passage', 'make', 'vehicles', 'circulate', 'greenways', 'spend', 'fuel', 'expensive', 'less']",0.126,0.773,0.101,Neutral
@jose99alfonso Es una estafa Bro,"['jose', 'alfonso', 'estafa', 'bro']",@ jose99alfonso It's a scam Bro,"['jose', 'alfonso', 'scam', 'bro']",0.552,0.448,0.0,Negativo
@realmadrid @jamesdrodriguez Muchas felicidades ?? Nojoda pónganlo a jugar !!,"['realmadrid', 'jamesdrodriguez', 'muchas', 'felicidades', 'nojoda', 'pónganlo', 'jugar']",@realmadrid @jamesdrodriguez Congratulations? Nojoda put him to play !!,"['realmadrid', 'jamesdrodriguez', 'congratulations', 'nojoda', 'put', 'play']",0.0,0.388,0.612,Positivo
"@AntroCanal @SoloReportesP Eso debemos hacer, incluir NUESTRO esequibo siempre que usemos el mapa, no se en que momento  comenzó a usarse un mapa mutilado, particularmente a mi hijo le digo que toda tarea donde lo requiera debe poner el mapa completo. #elesequiboesnuestro #elesequiboesvenezuela","['antrocanal', 'soloreportesp', 'debemos', 'hacer', 'incluir', 'esequibo', 'siempre', 'usemos', 'mapa', 'momento', 'comenzó', 'usarse', 'mapa', 'mutilado', 'particularmente', 'hijo', 'digo', 'toda', 'tarea', 'requiera', 'debe', 'poner', 'mapa', 'completo', 'elesequiboesnuestro', 'elesequiboesvenezuela']","@AntroCanal @SoloReportesP That's what we must do, include OUR esequibo whenever we use the map, I don't know when a mutilated map began to be used, particularly to my son I tell him that every task where he requires it must put the complete map. #elesequiboesnuestro #elesequiboesvenezuela","['antrocanal', 'soloreportesp', 'must', 'include', 'esequibo', 'whenever', 'use', 'map', 'know', 'mutilated', 'map', 'began', 'used', 'particularly', 'son', 'tell', 'every', 'task', 'requires', 'must', 'put', 'complete', 'map', 'elesequiboesnuestro', 'elesequiboesvenezuela']",0.0,1.0,0.0,Neutral
